time,ax,ay,az
27.78,-0.079486,0.102139,0.961266
27.8,0.220378,-0.0924,0.669474
27.82,0.384476,-0.055819,0.452008
27.84,0.652535,0.410685,0.260735
27.86,0.283193,0.189813,0.023632
27.88,0.506551,1.156583,-0.195812
27.9,0.612562,1.792182,-0.14697
27.92,0.840747,3.464979,-0.771037
27.94,0.604211,4.611777,-0.554213
27.96,0.563685,4.420681,-0.368297
27.98,0.542253,2.74813,-0.693367
28.0,0.202628,1.680253,-0.815448
28.02,0.149181,1.099067,-0.834149
28.04,-0.117129,0.527202,-0.677085
28.06,-0.022489,0.373811,-0.785125
28.08,-0.252093,0.761802,-0.729103
28.1,-0.322208,1.028995,-0.458606
28.12,-0.516961,1.842117,-0.284972
28.14,-0.263938,1.526682,0.040415
28.16,-0.572532,1.758581,0.141817
28.18,-0.447834,1.261789,0.255734
28.2,-0.612569,0.948946,0.223421
28.22,-0.514431,0.742501,0.809597
28.24,-0.361897,0.490075,0.712699
28.26,-0.284436,0.464746,0.719241
28.28,-0.578523,-0.009665,0.81144
28.3,-0.344464,-0.232959,0.725841
28.32,-0.274637,0.18404,1.030989
28.34,0.146503,-0.277793,0.74235
28.36,0.049482,0.063805,0.487581
28.38,0.449601,0.182826,0.431595
28.4,0.486398,0.188877,0.582994
28.42,0.213122,0.648374,0.338025
28.44,0.505579,1.301872,-0.001859
28.46,0.456317,2.572322,-0.360661
28.48,0.571051,3.534703,-0.465479
28.5,0.654403,4.424803,-0.58577
28.52,0.649361,4.271085,-0.756798
28.54,0.612927,2.339944,-0.862393
28.56,0.408206,1.489504,-0.769486
28.58,0.336514,0.631574,-0.684697
28.6,0.001853,0.312879,-1.05132
28.62,0.041237,0.41254,-0.550733
28.64,-0.041113,0.912292,-0.584795
28.66,-0.285432,1.3532,-0.682234
28.68,-0.204728,1.607241,-0.225974
28.7,-0.462893,1.845983,-0.098945
28.72,-0.428982,1.389031,0.197347
28.74,-0.571287,1.157568,0.164122
28.76,-0.602978,0.827261,0.21691
28.78,-0.823881,0.315406,0.644326
28.8,-0.551453,0.436444,0.852265
28.82,-0.211213,0.350226,0.782727
28.84,-0.230063,-0.117891,0.387839
28.86,-0.131757,-0.149515,0.767678
28.88,-0.433028,0.180568,0.734132
28.9,-0.013412,-0.229213,0.570102
28.92,0.079751,-0.182524,0.372382
28.94,0.296366,-0.00816,0.575818
28.96,0.16946,0.144395,0.153014
28.98,0.565653,0.697374,0.239268
29.0,0.846361,1.655673,0.010911
29.02,0.485236,2.962275,-0.241869
29.04,0.915106,3.932895,-0.430202
29.06,0.563515,4.321165,-0.500831
29.08,0.500484,3.735351,-0.777419
29.1,0.520917,2.200676,-0.806222
29.12,0.429277,1.498068,-0.906012
29.14,0.271652,0.561317,-0.639531
29.16,0.061915,0.783622,-0.52833
29.18,-0.236122,0.589053,-0.794262
29.2,-0.232997,0.690712,-0.821474
29.22,-0.187391,1.550844,-0.317073
29.24,-0.57821,1.551391,-0.296892
29.26,-0.314684,1.776624,-0.064525
29.28,-0.398447,1.557927,0.115892
29.3,-0.534707,1.01081,0.500661
29.32,-0.607666,0.480515,0.529467
29.34,-0.413045,0.218567,0.676631
29.36,-0.328323,-0.538458,0.4212
29.38,-0.339531,-0.139346,1.010096
29.4,-0.240443,-0.00637,0.805053
29.42,-0.220753,-0.124876,0.812178
29.44,0.120291,-0.308675,0.787689
29.46,0.037572,0.019972,0.558181
29.48,0.2564,-0.19728,0.553102
29.5,0.313626,-0.250631,0.475748
29.52,0.030772,0.230449,0.025241
29.54,0.567926,0.807098,0.194517
29.56,0.548913,1.887714,0.059541
29.58,0.529851,3.282743,-0.069602
29.6,0.688658,4.720325,-0.375229
29.62,0.469698,4.602132,-0.44366
29.64,0.439972,3.546687,-0.702644
29.66,0.462945,2.099461,-0.782872
29.68,0.529064,1.118046,-0.997176
29.7,0.180476,0.450246,-0.744222
29.72,0.051067,0.540176,-0.999206
29.74,-0.355012,1.012232,-0.663784
29.76,-0.04791,1.258662,-0.621483
29.78,-0.618037,1.666002,-0.318065
29.8,-0.199631,1.747579,-0.218224
29.82,-0.807515,1.59931,-0.015036
29.84,-0.635599,1.218293,0.341096
29.86,-0.359551,0.735244,0.317089
29.88,-0.650635,0.840706,0.496288
29.9,-0.453304,0.075132,0.794745
29.92,-0.516616,0.478907,0.864094
29.94,-0.474259,0.141664,0.80567
29.96,-0.295464,0.16039,0.795082
29.98,-0.130343,-0.123793,0.676286
30.0,0.011491,0.036247,0.89823
30.02,-0.068623,0.026727,0.887293
30.04,0.160564,-0.183826,0.387562
30.06,0.495335,-0.140453,0.380986
30.08,0.371395,0.279647,0.164369
30.1,0.486712,0.992663,0.023755
30.12,0.626703,2.131459,-0.077645
30.14,0.528012,3.483199,-0.314491
30.16,0.325545,4.27176,-0.577159
30.18,0.382884,4.203317,-0.718839
30.2,0.325627,3.349357,-0.397357
30.22,0.513849,1.874488,-0.605845
30.24,0.295753,0.811548,-0.782976
30.26,0.069446,0.024424,-0.910427
30.28,-0.139429,0.601462,-0.800941
30.3,-0.419177,0.811882,-0.593221
30.32,-0.160353,1.324543,-0.152659
30.34,-0.518344,1.8985,-0.222071
30.36,-0.576247,1.773927,-0.30277
30.38,-0.567731,1.57788,-0.078483
30.4,-0.590159,1.091223,0.336626
30.42,-0.467856,0.711998,0.468488
30.44,-0.736939,0.112512,0.540185
30.46,-0.447393,0.069865,0.700631
30.48,-0.158478,0.68746,0.587838
30.5,-0.303673,-0.217807,1.203961
30.52,-0.3002,0.179708,0.814167
30.54,-0.263573,-0.039575,0.576956
30.56,-0.065845,-0.052731,0.754007
30.58,-0.176988,-0.006709,1.006784
30.6,0.146292,0.100752,0.432149
30.62,-0.023725,-0.046725,0.239638
30.64,0.616852,0.496408,0.13822
30.66,0.65603,1.30944,-0.033094
30.68,0.692244,2.250359,-0.218484
30.7,0.786815,3.406692,-0.475785
30.72,0.59856,4.539055,-0.559078
30.74,0.586598,3.886823,-0.48724
30.76,0.471712,3.205974,-0.60039
30.78,0.4231,1.84081,-0.904028
30.8,0.176891,0.378983,-0.669215
30.82,0.33826,0.345273,-0.957859
30.84,0.123529,0.408509,-0.786952
30.86,0.052701,0.837442,-0.639019
30.88,-0.060396,1.465926,-0.63929
30.9,-0.184933,1.347066,-0.172756
30.92,-0.42483,1.69102,-0.268408
30.94,-0.727458,1.946094,0.047119
30.96,-0.68887,1.314621,0.387724
30.98,-0.549853,0.896229,0.518165
31.0,-0.561821,0.464952,0.50668
31.02,-0.663368,-0.074089,0.713806
31.04,-0.538446,0.063141,0.698361
31.06,-0.182294,0.077276,0.833323
31.08,-0.249763,-0.021943,0.748088
31.1,-0.03776,-0.343553,0.767122
31.12,0.115351,0.080066,0.540239
31.14,0.1294,-0.066558,0.516887
31.16,0.132575,-0.167015,0.464808
31.18,0.479412,0.232807,0.174672
31.2,0.564344,0.594105,0.057457
31.22,0.427002,1.423868,0.05901
31.24,0.568571,2.809355,-0.37654
31.26,1.01473,3.609125,-0.69689
31.28,0.487068,4.533304,-0.272982
31.3,0.583664,3.897782,-0.519914
31.32,0.435852,2.146645,-0.704968
31.34,0.3477,1.758777,-0.898809
31.36,0.381173,0.349931,-0.567936
31.38,0.080106,0.606466,-0.658823
31.4,0.026471,0.638492,-0.79039
31.42,-0.23074,0.852047,-0.601241
31.44,-0.569166,1.473723,-0.300318
31.46,-0.251899,2.005706,-0.263845
31.48,-0.537639,1.725593,-0.053061
31.5,-0.463068,1.591296,-0.133224
31.52,-0.390972,1.194847,0.3942
31.54,-0.586488,0.615125,0.700726
31.56,-0.721072,0.003165,0.853067
31.58,-0.462298,0.060746,0.581337
31.6,-0.71164,0.426379,0.856244
31.62,-0.225675,0.181029,0.656277
31.64,-0.109466,0.22126,0.465391
31.66,0.044199,0.150302,0.773445
31.68,-0.0427,-0.0309,0.612958
31.7,0.275301,-0.092239,0.685084
31.72,0.262611,-0.033847,0.605375
31.74,0.418398,0.373907,0.073246
31.76,0.750242,0.497514,0.106513
31.78,0.541431,1.63786,-0.129755
31.8,0.784084,3.487357,-0.300149
31.82,0.538392,3.872697,-0.169958
31.84,0.395135,4.254568,-0.552312
31.86,0.599912,3.882741,-0.35371
31.88,0.512683,2.142218,-0.855652
31.9,0.262277,1.279989,-0.652555
31.92,0.25631,0.162272,-0.878828
31.94,0.24865,0.346955,-0.763621
31.96,0.304006,0.677401,-0.457434
31.98,0.040982,1.255216,-0.621381
32.0,-0.694675,1.352435,-0.316511
32.02,-0.363757,2.011143,-0.414708
32.04,-0.499458,1.33283,-0.204395
32.06,-0.499833,1.001935,0.231055
32.08,-0.324977,0.711503,0.244711
32.1,-0.331601,0.683528,0.503689
32.12,-0.533019,0.01235,0.561485
32.14,-0.28794,0.135938,0.798536
32.16,-0.442495,-0.133053,0.698703
32.18,-0.433703,-0.260395,0.794612
32.2,-0.18353,-0.185108,0.895585
32.22,-0.154816,0.085733,0.819202
32.24,0.36972,0.07183,0.778227
32.26,0.259832,-0.260752,0.669877
32.28,0.616666,0.07171,0.709726
32.3,0.600887,0.748068,0.202465
32.32,0.403604,0.978229,-0.057008
32.34,0.612747,2.026089,-0.103756
32.36,0.586446,3.239021,-0.381662
32.38,0.77673,4.3738,-0.661794
32.4,0.240376,4.260333,-0.5538
32.42,0.29474,2.936844,-0.616103
32.44,0.855732,2.125987,-0.918648
32.46,0.244621,0.917891,-0.989669
32.48,-0.07606,0.456348,-0.669423
32.5,0.037932,0.347395,-0.660436
32.52,-0.056374,0.577451,-0.830885
32.54,-0.165493,1.429837,-0.465737
32.56,-0.19973,1.894033,-0.607314
32.58,-0.399979,2.05891,-0.040277
32.6,-0.328813,1.577663,0.07041
32.62,-0.469919,1.226702,0.176838
32.64,-0.79971,0.729824,0.369905
32.66,-0.425267,0.505541,0.707077
32.68,-0.312906,0.042596,0.593647
32.7,-0.537825,0.259809,0.81745
32.72,-0.483814,0.216671,0.576343
32.74,-0.071948,-0.478864,0.772835
32.76,-0.226014,0.137311,0.822104
32.78,-0.313652,-0.268376,0.640715
32.8,0.326781,0.331469,0.738525
32.82,0.48919,-0.12083,0.573738
32.84,0.407281,-0.084669,0.307666
32.86,0.427413,0.537714,0.265159
32.88,0.466879,1.065351,-0.273342
32.9,0.665169,2.352142,-0.172293
32.92,0.681444,3.608926,-0.48366
32.94,0.488922,4.40291,-0.460305
32.96,0.438499,4.074315,-0.82114
32.98,0.391413,2.645919,-0.817895
33.0,0.433666,1.717644,-0.802668
33.02,0.20114,0.972891,-0.976763
33.04,0.17135,0.308,-0.738265
33.06,-0.05296,0.420138,-0.673418
33.08,-0.260704,0.620151,-0.696288
33.1,-0.477257,1.329188,-0.586808
33.12,-0.589189,1.739554,-0.281889
33.14,-0.517484,1.741083,-0.034271
33.16,-0.595721,1.686414,-0.161895
33.18,-0.508374,1.220883,0.265284
33.2,-0.639784,0.652824,0.176885
33.22,-0.606059,0.342742,0.314049
33.24,-0.334476,0.402929,0.328964
33.26,-0.763355,-0.228183,0.750859
33.28,0.061595,-0.21197,0.735958
33.3,-0.020938,-0.092453,0.96717
33.32,0.049985,-0.004335,0.907597
33.34,0.185583,-0.279453,0.6851
33.36,0.083856,0.013787,0.428995
33.38,0.152705,0.053516,0.478588
33.4,0.618566,0.218322,0.538732
33.42,0.694911,0.793365,-0.37865
33.44,0.444649,1.494381,-0.226932
33.46,0.515094,2.813355,-0.199902
33.48,0.545349,4.299591,-0.43838
33.5,0.737333,4.490575,-0.509112
33.52,0.460736,3.787405,-0.679455
33.54,0.227334,2.812268,-0.718558
33.56,0.261823,1.596853,-0.943687
33.58,-0.088357,0.756404,-1.00569
33.6,-0.134096,0.470969,-0.625138
33.62,-0.177002,0.407663,-0.475923
33.64,-0.40444,1.126318,-0.533405
33.66,-0.423966,1.366928,-0.592439
33.68,-0.521507,1.690247,-0.411432
33.7,-0.753733,1.930522,-0.222434
33.72,-0.446303,1.532384,0.470455
33.74,-0.512454,0.880452,0.020563
33.76,-0.730623,0.625714,0.144814
33.78,-0.734696,0.373385,0.304554
33.8,-0.52159,0.208806,0.507129
33.82,-0.330996,0.076781,0.907194
33.84,-0.215398,-0.023997,0.767035
33.86,-0.123294,0.080384,0.543934
33.88,0.078764,-0.111134,0.9345
33.9,0.10207,-0.128146,0.69196
33.92,0.422857,-0.13823,0.327899
33.94,0.289484,0.311345,0.685135
33.96,0.587096,-0.190492,0.251147
33.98,0.442805,0.67256,-0.052327
34.0,0.52938,1.41864,0.279426
34.02,0.606669,2.884138,-0.431525
34.04,0.73796,4.277504,-0.235797
34.06,0.612592,4.378334,-0.662884
34.08,0.383702,3.630429,-0.566297
34.1,0.327986,2.44362,-0.637459
34.12,0.234063,1.414189,-0.730435
34.14,0.235698,0.573194,-0.770116
34.16,-0.083865,0.276517,-0.720684
34.18,0.044022,0.608315,-0.606365
34.2,-0.255507,0.8976,-0.568546
34.22,-0.282722,1.344944,-0.519193
34.24,-0.516783,1.798218,-0.489109
34.26,-0.480963,1.813861,-0.061169
34.28,-0.65944,1.537983,-0.076896
34.3,-0.712998,1.208755,0.065358
34.32,-0.68869,0.509067,0.524665
34.34,-0.77106,0.195122,0.405228
34.36,-0.241388,0.076611,0.601999
34.38,-0.382551,0.219568,0.446187
34.4,-0.451191,0.057623,0.701316
34.42,-0.380134,-0.138288,0.817395
34.44,0.018706,0.392754,0.505693
34.46,-0.117147,-0.238807,0.816887
34.48,0.100434,-0.286622,0.677999
34.5,0.241658,0.305481,0.445209
34.52,0.353273,0.484352,0.371211
34.54,0.754668,0.791583,0.024195
34.56,0.800043,2.152616,-0.069974
34.58,0.472071,3.07923,-0.498195
34.6,0.440757,4.282394,-0.622859
34.62,0.657246,3.871608,-0.702197
34.64,0.378912,3.56041,-0.611881
34.66,0.203621,2.138685,-0.920047
34.68,0.319464,0.782842,-0.778385
34.7,0.369497,0.918118,-0.628168
34.72,-0.139659,0.363125,-0.884425
34.74,-0.211352,0.38255,-0.75434
34.76,-0.080958,1.600015,-0.476317
34.78,-0.334273,1.698211,-0.632743
34.8,-0.589171,1.949118,-0.264602
34.82,-0.591516,1.891526,-0.33794
34.84,-0.407894,1.230666,0.212933
34.86,-0.599855,1.094567,0.451101
34.88,-0.738153,0.71121,0.536638
34.9,-0.32908,0.156515,0.773755
34.92,-0.362474,0.017903,0.850395
34.94,-0.432463,0.218919,0.754104
34.96,-0.246052,0.024003,0.951001
34.98,-0.14757,0.118656,0.877896
35.0,-0.128886,0.185311,0.957788
35.02,0.211181,0.085383,0.52044
35.04,0.455666,-0.281908,0.548169
35.06,0.609092,-0.025021,0.458992
35.08,0.362826,0.526438,-0.001944
35.1,0.481058,0.93862,0.047081
35.12,0.331179,2.523667,-0.101726
35.14,0.526627,3.871821,-0.32434
35.16,0.621453,4.493611,-0.238338
35.18,0.559933,4.036088,-0.59544
35.2,0.525283,3.140988,-0.807172
35.22,0.243528,1.475477,-0.702272
35.24,0.123451,0.735181,-0.723275
35.26,0.281708,0.258271,-0.836915
35.28,-0.07417,0.605913,-0.884787
35.3,-0.269552,0.901606,-0.726711
35.32,-0.430035,1.249449,-0.648697
35.34,-0.429261,1.891825,-0.386726
35.36,-0.501502,1.705438,-0.419034
35.38,-0.522549,1.869875,0.177638
35.4,-0.161359,1.239293,0.198208
35.42,-0.764576,1.221451,0.487817
35.44,-0.435116,0.588643,0.473047
35.46,-0.910056,0.467747,0.721863
35.48,-0.413903,-0.080303,0.848908
35.5,-0.307868,0.068019,0.613201
35.52,-0.403123,-0.010182,0.784078
35.54,-0.261021,0.34871,0.714208
35.56,0.020336,0.052912,0.941084
35.58,0.0475,-0.030729,0.432658
35.6,0.446383,0.120807,0.519397
35.62,0.442266,0.515552,0.325649
35.64,0.402221,0.387646,0.325911
35.66,0.643267,1.379647,-0.10562
35.68,0.673985,2.645783,-0.17164
35.7,0.579051,3.929415,-0.297258
35.72,0.503128,4.43081,-0.765909
35.74,0.611729,4.042185,-0.401727
35.76,0.174858,2.876855,-0.638431
35.78,0.235571,1.654187,-0.741064
35.8,0.300302,0.682355,-1.276304
35.82,0.102269,0.461188,-0.884965
35.84,-0.24399,0.660558,-0.651823
35.86,0.058665,0.747889,-0.433224
35.88,-0.299608,1.248494,-0.404803
35.9,-0.279253,1.590294,-0.088318
35.92,-0.495536,1.549086,-0.322374
35.94,-0.399802,1.489708,0.04181
35.96,-0.578384,1.177351,0.353937
35.98,-0.669966,0.534895,0.029852
36.0,-0.588406,0.348822,0.709724
36.02,-0.620132,0.383958,0.602858
36.04,-0.174083,-0.127389,0.675346
36.06,-0.226042,0.258971,0.913944
36.08,-0.407054,0.223319,0.797678
36.1,-0.319419,-0.110497,0.717827
36.12,-0.059665,0.262597,0.782395
36.14,0.363473,-0.166444,0.347373
36.16,0.38293,0.057081,0.592929
36.18,0.520613,0.234385,0.425571
36.2,0.518098,0.674896,0.428555
36.22,0.759248,1.315352,-0.285832
36.24,0.79976,2.746702,-0.246133
36.26,0.522945,4.127535,-0.454788
36.28,0.387242,4.136423,-0.897798
36.3,0.348467,4.082559,-0.798515
36.32,0.418064,2.761963,-0.546113
36.34,0.231552,1.46711,-0.846991
36.36,-0.098197,0.813455,-0.781334
36.38,-0.071342,0.480269,-0.714348
36.4,-0.050224,0.425345,-0.718195
36.42,-0.160953,1.155897,-0.616721
36.44,-0.49032,1.524147,-0.261366
36.46,-0.521518,1.844117,-0.129476
36.48,-0.355764,2.045568,-0.069412
36.5,-0.359478,1.794128,-0.055524
36.52,-0.551176,1.146388,0.142918
36.54,-0.643658,0.265728,0.516649
36.56,-0.433263,0.570971,0.756
36.58,-0.589099,0.114423,0.900633
36.6,-0.248778,-0.094583,0.39634
36.62,-0.336502,-0.197605,0.802874
36.64,-0.032593,-0.285308,0.837352
36.66,-0.227561,0.497367,0.765961
36.68,0.161411,-0.206596,0.361773
36.7,0.077048,-0.177166,0.746315
36.72,0.168227,0.235521,0.493317
36.74,0.425776,-0.229707,0.185408
36.76,0.667722,0.89541,0.11441
36.78,0.359577,1.815679,-0.050541
36.8,0.525898,3.226195,-0.371196
36.82,0.290848,4.119639,-0.530772
36.84,0.737897,4.58045,-0.575618
36.86,0.407788,3.689736,-0.455781
36.88,0.254548,2.110425,-0.584517
36.9,0.361178,1.031409,-0.622499
36.92,0.246511,0.352599,-0.752703
36.94,0.029068,0.784106,-0.660462
36.96,-0.032487,0.718848,-0.592805
36.98,-0.443196,0.8127,-0.497744
37.0,-0.292713,1.443526,-0.712721
37.02,-0.615719,1.884252,-0.229795
37.04,-0.625579,1.557054,-0.032001
37.06,-0.601856,1.406515,0.032896
37.08,-0.577035,1.055262,0.189591
37.1,-0.339969,0.465646,0.469035
37.12,-0.78188,0.086917,0.72008
37.14,-0.371981,0.161478,0.589401
37.16,-0.335188,-0.157354,0.923892
37.18,-0.670088,-0.064934,0.678011
37.2,0.045017,-0.036625,0.976782
37.22,0.201769,0.091568,0.498748
37.24,0.006749,-0.096413,0.719863
37.26,0.305571,-0.245234,0.659206
37.28,0.212553,0.025789,0.43427
37.3,0.442841,0.661642,0.400547
37.32,0.33845,0.741889,0.224395
37.34,0.599971,2.200089,-0.124671
37.36,0.784535,3.588202,-0.184281
37.38,0.484853,4.507986,-0.702202
37.4,0.506782,4.19773,-0.712126
37.42,0.331255,2.892788,-0.514464
37.44,0.344697,1.916138,-0.693972
37.46,0.422047,1.209026,-0.863642
37.48,0.162759,0.303834,-0.678028
37.5,0.003157,0.665875,-0.612754
37.52,-0.017308,0.88122,-0.635156
37.54,-0.448673,1.268408,-0.274034
37.56,-0.4417,1.46516,-0.285353
37.58,-0.220627,1.587508,-0.572694
37.6,-0.635121,1.71512,-0.053269
37.62,-0.625405,1.245801,0.051205
37.64,-0.72403,0.971589,0.406642
37.66,-0.820779,0.82208,0.543187
37.68,-0.45321,0.182588,0.647074
37.7,-0.630849,0.411838,0.921962
37.72,-0.400688,-0.231894,0.728566
37.74,-0.159931,-0.069789,0.680357
37.76,-0.095696,-0.172639,0.984509
37.78,0.156906,0.133463,0.622605
37.8,0.18024,0.227092,0.322256
37.82,0.306606,0.311037,0.782974
37.84,0.24565,0.186538,0.516873
37.86,0.661816,0.078566,-0.110587
37.88,0.572289,1.271389,-0.006934
37.9,0.540193,2.628429,0.053681
37.92,0.510745,3.739541,-0.512617
37.94,0.839553,4.190794,-0.653464
37.96,0.395903,3.952772,-0.430068
37.98,0.800797,3.047467,-0.769188
38.0,0.460934,1.50196,-0.578575
38.02,0.229356,0.876947,-0.903687
38.04,0.07435,0.127368,-0.777193
38.06,0.103391,0.158475,-0.87174
38.08,-0.235194,0.800805,-0.637376
38.1,-0.295813,1.356902,-0.500949
38.12,-0.651895,1.729438,-0.161647
38.14,-0.451094,1.444846,-0.136418
38.16,-0.483744,1.43695,0.019782
38.18,-0.400546,1.572948,0.206523
38.2,-0.522698,0.770395,0.29571
38.22,-0.367363,0.627113,0.601179
38.24,-0.601092,0.491255,0.790228
38.26,-0.63626,0.293456,0.752625
38.28,-0.29859,-0.379016,0.564071
38.3,-0.072447,-0.146786,0.921656
38.32,-0.289209,-0.293541,1.061901
38.34,0.181606,-0.024547,0.744845
38.36,0.071936,0.079058,0.787967
38.38,0.239853,0.139487,0.225852
38.4,0.680958,0.377154,0.319379
38.42,0.448193,0.847997,0.075858
38.44,0.61606,1.338913,-0.166864
38.46,0.750102,2.597197,-0.137404
38.48,0.545582,3.926204,-0.400721
38.5,0.472405,4.647174,-0.537004
38.52,0.643927,4.10489,-0.462871
38.54,0.358457,2.822783,-0.761679
38.56,0.32448,1.295082,-0.858519
38.58,0.301309,0.603719,-0.908494
38.6,0.202445,0.50974,-0.952863
38.62,-0.04436,0.811747,-0.537432
38.64,-0.27314,0.734587,-0.652717
38.66,-0.113493,1.542956,-0.807498
38.68,-0.292778,1.277238,-0.015509
38.7,-0.379793,1.709134,-0.115744
38.72,-0.466642,1.464494,0.118066
38.74,-0.615598,1.09956,0.455139
38.76,-0.901981,0.720836,0.18374
38.78,-0.59311,0.228738,0.920954
38.8,-0.58373,0.134811,0.565097
38.82,-0.288181,-0.042261,0.644946
38.84,-0.034546,0.174715,0.83101
38.86,0.169291,-0.121768,0.675964
38.88,-0.179241,0.241691,0.671571
38.9,0.253738,-0.124112,0.419794
38.92,0.086543,0.069113,0.763184
38.94,0.523038,0.13275,0.549523
38.96,0.035522,0.286092,0.292497
38.98,0.46817,0.574671,0.243874
39.0,0.741523,2.048377,-0.097802
39.02,0.478272,3.36469,-0.29366
39.04,0.516186,3.883366,-0.347076
39.06,0.651452,4.640749,-0.52023
39.08,0.579976,3.822303,-0.591935
39.1,0.587493,2.557261,-0.722079
39.12,0.22159,1.379082,-0.880049
39.14,0.156074,0.435141,-0.476191
39.16,-0.10048,0.576995,-0.656779
39.18,0.041298,0.646488,-0.669103
39.2,-0.250398,0.510557,-0.685057
39.22,-0.135758,1.319446,-0.409843
39.24,-0.046869,1.567975,-0.343552
39.26,-0.559919,1.36185,-0.222213
39.28,-0.789411,1.59077,0.051532
39.3,-0.918693,1.210974,0.410467
39.32,-0.646266,0.813962,0.515331
39.34,-0.692202,0.369167,0.595738
39.36,-0.615074,-0.073439,0.741088
39.38,-0.0536,0.039309,0.788676
39.4,-0.447219,-0.037959,0.765439
39.42,-0.220281,-0.127662,0.786604
39.44,-0.114591,0.24903,1.059054
39.46,-0.009187,-0.069967,0.735988
39.48,0.322287,-0.135543,0.47052
39.5,0.440663,-0.245245,0.745266
39.52,0.497768,0.244766,0.226279
39.54,0.368366,1.23481,0.059388
39.56,0.513966,2.281712,0.046243
39.58,0.570409,3.375931,-0.333365
39.6,0.535041,4.279556,-0.399474
39.62,0.713378,4.782829,-0.907897
39.64,0.82929,3.643536,-0.687802
39.66,0.323726,1.719322,-0.584222
39.68,0.111561,1.157172,-0.859806
39.7,-0.094645,0.593762,-0.718223
39.72,-0.125292,0.638805,-0.473633
39.74,-0.046228,0.818393,-0.769859
39.76,-0.404531,1.071922,-0.531168
39.78,-0.362996,1.523834,-0.021898
39.8,-0.376638,1.592822,-0.409731
39.82,-0.79709,1.518775,0.03488
39.84,-0.625765,1.254513,0.216877
39.86,-0.517571,1.023153,0.300266
39.88,-0.591873,0.28002,0.183887
39.9,-0.663859,0.104404,0.472778
39.92,-0.497755,0.011513,0.504535
39.94,-0.392048,0.103481,0.695275
39.96,-0.139409,0.073507,0.857319
39.98,-0.190594,0.08521,0.89032
40.0,-0.289386,0.21417,0.660177
40.02,0.232155,-0.457038,0.58309
40.04,0.007418,-0.004816,0.553768
40.06,0.437661,0.116917,0.190182
40.08,0.667183,0.125687,0.159866
40.1,0.426387,0.945669,-0.178614
40.12,0.749201,2.371384,-0.137492
40.14,0.578302,3.382024,-0.337281
40.16,0.446775,4.453237,-0.417902
40.18,0.499234,4.329431,-0.521314
40.2,0.583009,3.541106,-0.92388
40.22,0.179683,1.571567,-0.804111
40.24,0.009455,0.7576,-0.673991
40.26,0.229214,0.793296,-0.656175
40.28,0.136874,0.398949,-0.782496
40.3,-0.017384,0.989316,-0.923677
40.32,-0.484036,1.056113,-0.640243
40.34,-0.190628,1.99625,-0.310735
40.36,-0.429833,2.187934,-0.123546
40.38,-0.465288,1.741034,0.044396
40.4,-0.387007,1.443653,0.180749
40.42,-0.658545,0.903064,0.089683
40.44,-0.51012,0.494534,0.541069
40.46,-0.702886,0.311479,0.649164
40.48,-0.453602,0.159022,0.594332
40.5,-0.571126,0.118726,0.448976
40.52,-0.14557,0.421219,0.85562
40.54,0.02304,0.327335,0.93663
40.56,0.3717,-0.173336,0.669083
40.58,0.23627,-0.31657,0.622869
40.6,0.299064,0.295164,0.655707
40.62,0.514546,0.29171,0.351367
40.64,0.533632,0.655319,0.323023
40.66,0.447189,1.37353,-0.019653
40.68,0.631844,2.756486,-0.225143
40.7,0.460518,3.652519,-0.443163
40.72,0.66654,4.460084,-0.598335
40.74,0.638026,4.096124,-0.529072
40.76,0.77146,3.219189,-0.675651
40.78,0.391197,1.780323,-0.591858
40.8,0.167152,0.484015,-0.670347
40.82,0.123898,0.564408,-0.693853
40.84,-0.14996,0.45396,-0.550591
40.86,-0.202458,0.752881,-0.652358
40.88,-0.242527,1.245706,-0.219076
40.9,-0.288876,1.397293,-0.289449
40.92,-0.263019,2.454955,-0.222191
40.94,-0.556888,1.329024,0.111892
40.96,-0.522451,1.25648,0.044398
40.98,-0.480491,1.122466,0.578869
41.0,-0.516297,0.391487,0.658734
41.02,-0.535678,-0.326499,0.388537
41.04,-0.226952,0.333408,0.716709
41.06,-0.447571,-0.038772,0.594441
41.08,-0.244875,0.355057,0.705234
41.1,-0.19436,-0.267521,0.800941
41.12,-0.082269,0.131498,0.655573
41.14,0.444763,0.127861,0.669436
41.16,0.104082,0.055091,0.509011
41.18,0.47302,0.27429,0.323779
41.2,0.33144,0.152501,-0.03564
41.22,0.717884,1.685806,0.122819
41.24,0.645385,2.879389,-0.223795
41.26,0.339932,4.09775,-0.489841
41.28,0.47443,4.295767,-0.549091
41.3,0.643869,3.997568,-0.80348
41.32,0.457927,2.522786,-1.044874
41.34,0.456125,1.195451,-0.703611
41.36,0.073897,0.777558,-0.610594
41.38,0.099438,0.547695,-0.862421
41.4,-0.122753,0.395198,-0.534087
41.42,-0.028833,0.909166,-0.578652
41.44,-0.427846,1.17747,-0.524121
41.46,-0.611766,1.354844,-0.242321
41.48,-0.663869,1.768272,-0.510592
41.5,-0.55733,1.385243,-0.025213
41.52,-0.467104,1.074888,0.290466
41.54,-0.586258,0.763564,0.291361
41.56,-0.562345,0.294145,0.660033
41.58,-0.584825,0.297083,0.74835
41.6,-0.497887,0.198231,0.690518
41.62,-0.398178,-0.144032,0.6323
41.64,-0.131535,-0.035176,0.750084
