time,ax,ay,az
13.88,0.017016,0.147409,0.557588
13.9,0.269797,-0.289852,0.692953
13.92,0.160732,-0.129841,0.754324
13.94,-0.024221,-0.086689,0.311496
13.96,0.56342,0.543643,0.403037
13.98,0.723809,0.26294,0.136455
14.0,0.363179,1.580467,-0.031888
14.02,0.611874,3.262791,-0.542392
14.04,0.468916,3.864681,-0.655912
14.06,0.711464,4.508515,-0.320205
14.08,0.676138,3.725075,-0.814535
14.1,0.559497,2.248446,-0.930313
14.12,0.129612,1.242862,-0.603648
14.14,0.186116,0.823269,-0.782428
14.16,-0.018771,0.988446,-0.485066
14.18,-0.060599,0.487972,-0.923041
14.2,-0.160671,1.003061,-0.500371
14.22,-0.291905,1.569951,-0.258761
14.24,-0.395375,1.616922,-0.38344
14.26,-0.434641,1.547177,0.015778
14.28,-0.467984,1.473215,-0.028617
14.3,-0.865267,0.824154,0.020763
14.32,-0.588011,0.536162,0.289127
14.34,-0.424156,0.338784,0.575171
14.36,-0.406086,0.339177,0.439478
14.38,-0.293605,-0.315022,0.637974
14.4,-0.13723,0.152195,0.8955
14.42,-0.136458,0.286097,0.562783
14.44,-0.07592,0.010209,1.056864
14.46,0.258996,0.210441,0.556747
14.48,0.572273,0.111516,0.405257
14.5,0.704475,-0.202961,0.282703
14.52,0.417451,0.109503,0.327911
14.54,0.570889,0.89701,0.356044
14.56,0.334134,2.203585,-0.232247
14.58,0.818898,3.669724,0.061692
14.6,0.560795,4.091096,-0.394899
14.62,0.541139,4.034752,-0.471679
14.64,0.342538,3.727068,-0.545507
14.66,0.346033,2.100172,-0.79977
14.68,0.207139,1.646463,-0.938027
14.7,0.157515,0.708373,-0.848826
14.72,-0.079203,0.201106,-0.56564
14.74,-0.013026,0.826101,-0.886108
14.76,-0.173088,1.210202,-0.592228
14.78,-0.571269,1.552276,-0.526286
14.8,-0.450303,1.800751,-0.280367
14.82,-0.404001,1.707474,0.027435
14.84,-0.520219,1.594719,-0.016176
14.86,-0.651748,1.133272,0.325281
14.88,-0.41749,0.692791,0.393968
14.9,-0.41082,0.210642,0.739111
14.92,-0.193708,0.324641,1.04365
14.94,-0.609352,-0.073395,0.729205
14.96,-0.322313,0.084905,0.743686
14.98,0.031354,0.199468,0.849968
15.0,-0.151832,0.109986,0.837992
15.02,0.187645,0.010232,0.858261
15.04,0.180012,-0.048475,0.626607
15.06,0.456234,0.283299,0.33546
15.08,0.274567,0.147226,0.145412
15.1,0.66176,1.224628,-0.240537
15.12,0.666445,2.204716,-0.304552
15.14,0.928569,3.62681,-0.196657
15.16,0.968108,4.31973,-0.53648
15.18,0.759657,3.988097,-0.597758
15.2,0.46924,3.340192,-0.648918
15.22,0.227781,2.009315,-0.64767
15.24,0.090975,0.726125,-0.878574
15.26,-0.052575,0.678321,-0.832798
15.28,-0.056753,0.297192,-0.787968
15.3,0.073529,0.967256,-0.878833
15.32,-0.424204,1.378804,-0.585966
15.34,-0.47122,1.462967,-0.559885
15.36,-0.466647,1.72349,-0.019793
15.38,-0.559151,1.473458,0.092319
15.4,-0.38745,1.151236,-0.087442
15.42,-0.671419,0.581072,0.585328
15.44,-0.787391,0.403777,0.713979
15.46,-0.398693,0.115002,0.504242
15.48,-0.479775,0.036954,0.94324
15.5,-0.375871,-0.242087,0.927105
15.52,-0.079344,-0.03765,0.915817
15.54,-0.097327,-0.239568,0.76784
15.56,-0.141555,-0.125939,0.579431
15.58,0.213698,0.043709,0.425883
15.6,0.151074,0.035043,0.565278
15.62,0.410443,-0.289001,0.535196
15.64,0.75565,0.820183,0.252881
15.66,0.655844,1.152774,0.019933
15.68,0.422417,2.549959,-0.402002
15.7,0.686596,3.763807,-0.242127
15.72,0.602499,4.401318,-0.38213
15.74,0.3461,4.011163,-0.71479
15.76,0.554104,2.827834,-0.686876
15.78,0.419182,1.088367,-0.922491
15.8,0.238264,0.931516,-0.7139
15.82,0.28675,0.398046,-0.760185
15.84,-0.120166,0.468836,-0.835854
15.86,-0.259717,0.871096,-0.708785
15.88,-0.298188,0.984023,-0.415495
15.9,-0.38411,1.784583,-0.393404
15.92,-0.57459,1.992171,-0.174749
15.94,-0.262615,1.31907,-0.008651
15.96,-0.763383,1.042489,0.088534
15.98,-0.66979,0.913401,0.203479
16.0,-0.479132,0.113457,0.463157
16.02,-0.316545,0.271723,0.687055
16.04,-0.33767,0.182548,0.82972
16.06,-0.117287,-0.186407,0.776741
16.08,-0.111195,0.155587,0.882782
16.1,0.120781,-0.098933,0.567626
16.12,0.251075,0.001253,0.619559
16.14,0.19793,-0.076858,0.748814
16.16,0.44863,0.112618,0.544575
16.18,0.426481,0.40851,-0.049104
16.2,0.331367,0.625877,0.069764
16.22,0.423217,1.649732,-0.195294
16.24,0.628771,2.85884,-0.217732
16.26,0.471789,4.023482,-0.208662
16.28,0.647323,4.685989,-0.551024
16.3,0.251254,3.744324,-0.680462
16.32,0.616816,2.764855,-0.679467
16.34,0.186626,1.350535,-0.829924
16.36,0.15604,0.375262,-0.728268
16.38,0.055741,0.599945,-0.983639
16.4,-0.244247,1.348238,-0.824
16.42,-0.163648,1.092684,-0.731665
16.44,-0.068696,1.426151,-0.424489
16.46,-0.159427,1.584739,-0.359863
16.48,-0.566343,1.502112,-0.070539
16.5,-0.499676,1.560332,0.166963
16.52,-0.467832,1.167092,0.209381
16.54,-0.411214,0.527991,0.619547
16.56,-0.589541,0.493754,0.82768
16.58,-0.838077,0.107967,0.6085
16.6,-0.15462,-0.02844,1.159753
16.62,-0.531359,0.085996,0.735532
16.64,-0.102461,-0.108911,0.728475
16.66,-0.31862,0.022521,0.533534
16.68,-0.106315,0.019587,0.663484
16.7,0.374938,-0.256446,0.633573
16.72,0.388736,0.009647,0.30955
16.74,0.430644,0.444381,0.211794
16.76,0.649205,0.733187,0.350692
16.78,0.579134,1.755363,-0.330221
16.8,0.384743,3.215826,-0.29877
16.82,0.634203,4.111356,-0.449792
16.84,0.461492,4.49559,-0.600758
16.86,0.769501,3.440474,-0.51208
16.88,0.241433,2.145183,-0.883363
16.9,0.477998,1.206498,-0.775213
16.92,0.198939,0.324288,-0.583466
16.94,0.238576,0.446712,-0.749582
16.96,-0.007644,0.657137,-0.700976
16.98,-0.308745,1.034403,-0.627554
17.0,-0.243193,1.458563,-0.477262
17.02,-0.546574,1.47679,-0.014802
17.04,-0.453085,1.916152,-0.151458
17.06,-0.360649,1.467424,0.326445
17.08,-0.60158,0.989788,0.204348
17.1,-0.577749,0.628398,0.667993
17.12,-0.318188,0.304701,0.764866
17.14,-0.888588,0.024484,0.727738
17.16,-0.255165,0.125855,0.754977
17.18,-0.344973,-0.147886,1.082891
17.2,0.01912,0.264526,0.792766
17.22,-0.095248,0.111554,0.740752
17.24,0.100614,-0.001552,0.564846
17.26,0.117913,-0.027795,0.333705
17.28,0.454496,0.264277,0.280229
17.3,0.188193,0.426587,0.265408
17.32,0.539381,0.700148,-0.235733
17.34,0.839713,2.031135,-0.052773
17.36,0.58934,3.51658,-0.493991
17.38,0.519504,4.115428,-0.623743
17.4,0.436543,3.963508,-0.6648
17.42,0.36514,3.057066,-0.720151
17.44,0.374914,1.784193,-0.467361
17.46,0.370001,1.165992,-0.84816
17.48,0.268602,0.638016,-0.940723
17.5,-0.102331,1.067099,-0.798531
17.52,-0.061533,0.731066,-0.523501
17.54,-0.411457,1.001535,-0.356398
17.56,-0.346835,1.10511,-0.374549
17.58,-0.499068,1.937851,-0.162155
17.6,-0.491567,1.712671,0.01172
17.62,-0.759254,1.183356,0.020389
17.64,-0.801127,1.057243,0.482407
17.66,-0.49088,0.385453,0.396392
17.68,-0.602286,0.461742,0.687847
17.7,-0.201471,-0.098757,0.675881
17.72,-0.55386,-0.251595,0.751153
17.74,-0.298981,-0.093593,0.569494
17.76,-0.090311,-0.054649,0.921451
17.78,0.097653,-0.261643,0.788141
17.8,0.059384,0.311718,0.631786
17.82,0.200221,-0.051516,0.286113
17.84,0.579402,0.555164,0.100755
17.86,0.443171,0.424416,0.101708
17.88,0.731775,1.421214,-0.02505
17.9,0.900065,2.379378,-0.20423
17.92,0.641544,3.558795,-0.121115
17.94,0.671724,4.400653,-0.520778
17.96,0.393209,4.214969,-0.815748
17.98,0.453026,2.89189,-0.633722
18.0,0.509056,1.840752,-0.797624
18.02,0.128381,0.732903,-0.802493
18.04,0.178202,0.337658,-0.925093
18.06,-0.004133,0.800544,-0.439417
18.08,-0.044791,0.664685,-0.412546
18.1,-0.415901,1.146041,-0.431481
18.12,-0.606656,1.827034,-0.350204
18.14,-0.429935,1.634853,-0.044302
18.16,-0.478078,1.562135,0.150146
18.18,-0.991054,1.321933,0.171417
18.2,-0.718066,0.83886,0.432157
18.22,-0.685657,0.410716,0.502416
18.24,-0.463177,0.443159,0.564565
18.26,-0.24497,-0.185107,0.772496
18.28,-0.598303,0.038753,0.891881
18.3,0.082571,0.016483,0.687541
18.32,0.063839,0.009739,0.790038
18.34,0.182749,0.219675,0.451469
18.36,0.185957,0.004578,0.450617
18.38,0.058589,0.028992,0.410125
18.4,0.302024,0.148764,0.271226
18.42,0.500997,0.881154,0.147054
18.44,0.842653,1.650509,0.116683
18.46,0.485001,2.620952,-0.344991
18.48,0.660061,3.939685,-0.308808
18.5,0.616013,4.534081,-0.577522
18.52,0.368567,3.867189,-0.538721
18.54,0.407603,2.678037,-0.605347
18.56,0.400973,1.143007,-0.799414
18.58,0.076092,0.661281,-0.740532
18.6,0.151612,0.771134,-0.845207
18.62,-0.104459,0.700909,-0.557564
18.64,-0.34728,1.094074,-0.498061
18.66,-0.337658,1.337988,-0.353547
18.68,-0.357514,1.800946,-0.415163
18.7,-0.764942,1.76925,-0.172451
18.72,-0.497072,1.410275,0.143741
18.74,-0.534725,1.001696,0.368141
18.76,-0.647604,0.572135,0.430333
18.78,-0.568001,0.189349,0.632033
18.8,-0.50797,0.010565,0.394766
18.82,-0.357627,0.079573,0.761101
18.84,-0.108581,-0.479595,0.981045
18.86,0.012004,-0.191183,0.950055
18.88,-0.182011,-0.207441,0.749185
18.9,0.349348,0.074105,0.699471
18.92,0.339637,-0.112815,0.808964
18.94,0.56343,0.14531,0.328671
18.96,0.592988,0.292497,0.383266
18.98,0.685001,0.795138,-0.023466
19.0,0.794182,1.711315,-0.019965
19.02,0.689944,3.049987,-0.133405
19.04,0.623896,4.125289,-0.492621
19.06,0.483899,4.414398,-0.405282
19.08,0.447824,3.689229,-0.684252
19.1,0.490808,2.516563,-0.454233
19.12,0.093214,1.172901,-0.707524
19.14,-0.074543,0.926652,-0.813546
19.16,-0.073904,0.638362,-1.087923
19.18,-0.058299,0.456111,-0.683923
19.2,-0.164766,1.21267,-0.508722
19.22,-0.027403,1.495092,-0.481384
19.24,-0.25859,1.74855,-0.205125
19.26,-1.112701,1.852191,-0.103188
19.28,-0.640348,1.350722,0.224069
19.3,-0.905066,1.67878,0.437771
19.32,-0.536541,1.004694,0.468424
19.34,-0.689292,0.518334,0.322628
19.36,-0.399794,0.371507,0.760147
19.38,-0.617288,0.087789,0.738668
19.4,-0.400384,-0.448445,0.617964
19.42,-0.238881,0.228612,1.206876
19.44,0.098372,-0.156912,0.688415
19.46,0.267342,0.125513,0.729587
19.48,0.270538,0.257012,0.891537
19.5,0.354112,0.114176,0.488671
19.52,0.383227,-0.132939,0.322889
19.54,0.419338,1.137629,0.099337
19.56,0.803843,1.758796,0.06113
19.58,0.354829,3.476214,-0.319128
19.6,0.729987,4.252125,-0.341718
19.62,0.62454,4.463953,-0.515609
19.64,0.733006,3.326406,-0.47977
19.66,0.335116,2.334329,-0.412427
19.68,0.156,0.595595,-0.773038
19.7,0.045461,0.404783,-0.840564
19.72,-0.06499,0.753127,-0.575636
19.74,0.054039,1.194541,-0.775404
19.76,-0.623143,1.557851,-0.503947
19.78,-0.373111,1.20303,-0.598414
19.8,-0.358522,1.759454,-0.552574
19.82,-0.677377,1.93051,0.139873
19.84,-0.550855,1.959884,0.282442
19.86,-0.328413,1.215532,0.426937
19.88,-0.787241,0.22367,0.349468
19.9,-0.504143,0.262355,0.651826
19.92,-0.474773,0.201875,0.848358
19.94,-0.375422,-0.021317,0.375963
19.96,-0.131437,-0.144252,0.662531
19.98,-0.004409,0.186204,0.889942
20.0,0.142951,-0.218301,0.702469
20.02,0.052061,0.350199,0.777781
20.04,0.225678,0.193155,0.582755
20.06,0.358999,0.206156,0.505649
20.08,0.45045,0.144644,0.2635
20.1,0.503287,0.837105,-0.083383
20.12,0.548942,2.227594,-0.063982
20.14,0.568081,3.663999,-0.376775
20.16,0.664828,4.516568,-0.391585
20.18,0.751877,4.193064,-0.847842
20.2,0.450627,3.308042,-0.705986
20.22,0.412475,1.470334,-0.899564
20.24,0.329433,1.019243,-0.912267
20.26,0.174878,0.323186,-0.957088
20.28,-0.004427,0.54815,-0.669329
20.3,-0.039707,1.153021,-0.493911
20.32,-0.329875,1.439621,-0.731375
20.34,-0.37313,1.845761,-0.25835
20.36,-0.356704,2.181553,-0.301961
20.38,-0.429928,1.647825,0.155448
20.4,-0.571729,1.4548,0.39996
20.42,-0.504936,0.809091,0.283934
20.44,-0.683334,0.676938,0.689798
20.46,-0.566022,-0.144139,0.526675
20.48,-0.387453,-0.104371,0.425006
20.5,-0.419335,-0.380131,0.828055
20.52,-0.294985,0.019763,0.994497
20.54,-0.241204,-0.427789,0.775746
20.56,0.100491,-0.285017,0.664997
20.58,0.111692,0.011976,0.531511
20.6,0.688572,-0.016908,0.523601
20.62,0.326894,-0.376263,0.549296
20.64,0.016284,0.774788,-0.026948
20.66,0.351208,1.261833,0.321032
20.68,0.639952,2.487355,-0.302708
20.7,0.696425,3.7607,-0.250116
20.72,0.280592,4.598918,-0.46093
20.74,0.318077,3.857606,-0.656264
20.76,0.369531,2.900942,-0.942581
20.78,0.207677,1.980391,-0.909899
20.8,0.156959,0.693606,-0.841562
20.82,0.27117,0.327936,-0.647048
20.84,-0.173514,0.710586,-0.7434
20.86,-0.204439,0.891466,-0.528515
20.88,-0.481193,1.153659,-0.174101
20.9,-0.334755,1.623161,-0.227566
20.92,-0.507378,1.345418,-0.127374
20.94,-0.578879,1.670121,-0.087755
20.96,-0.627345,1.428263,0.184406
20.98,-0.662025,0.829843,0.315938
21.0,-0.410455,0.366733,0.578492
21.02,-0.620135,-0.070245,0.75411
21.04,-0.392886,0.19484,0.846021
21.06,-0.548226,0.045241,0.48648
21.08,-0.128882,-0.211467,0.869169
21.1,0.033693,-0.106628,0.766627
21.12,0.243564,-0.329366,0.798407
21.14,0.210323,0.199226,0.3501
21.16,0.315635,0.271111,0.667319
21.18,0.306202,0.147301,0.581606
21.2,0.293625,0.624714,0.1584
21.22,0.592034,1.338889,0.096134
21.24,0.729447,3.19721,-0.345331
21.26,0.523913,4.281434,-0.120403
21.28,0.564298,4.187816,-0.571424
21.3,0.651304,3.973238,-0.490919
21.32,0.710329,2.4514,-0.87886
21.34,0.134699,1.300289,-0.637803
21.36,0.451643,0.665721,-0.795643
21.38,0.040284,0.684347,-0.878696
21.4,-0.090939,0.603505,-0.696067
21.42,0.064447,0.826739,-0.216046
21.44,-0.426132,1.275178,-0.546041
21.46,-0.334876,1.740126,-0.118533
21.48,-0.638066,1.441998,-0.167555
21.5,-0.528668,1.229717,0.052611
21.52,-0.517343,0.938019,0.122
21.54,-0.758553,0.638633,0.478543
21.56,-0.148464,0.573835,0.364442
21.58,-0.728877,0.124364,0.904891
21.6,-0.312158,-0.05254,0.900646
21.62,-0.095571,0.308443,0.633515
21.64,-0.112612,-0.252118,0.67531
21.66,-0.236987,-0.051504,0.542821
21.68,0.206374,-0.000252,0.552017
21.7,0.29369,0.320329,0.622229
21.72,0.252812,0.013351,0.414477
21.74,0.337278,-0.074762,0.211083
21.76,0.708518,0.622501,-0.197577
21.78,0.561796,2.011033,-0.346961
21.8,0.627322,3.221857,-0.184124
21.82,0.675576,4.369912,-0.664817
21.84,0.647455,4.712053,-0.601281
21.86,0.545517,3.375206,-0.484455
21.88,0.30685,2.568146,-0.814123
21.9,0.390717,1.012416,-0.514126
21.92,-0.132049,0.615025,-1.10582
21.94,-0.15057,0.831971,-0.615368
21.96,-0.406595,0.690982,-0.7639
21.98,-0.149355,1.473663,-0.458061
22.0,-0.287473,1.625831,-0.576884
22.02,-0.347381,1.960908,-0.340682
22.04,-0.625747,2.032848,-0.040605
22.06,-0.749827,1.353567,0.039921
22.08,-0.609251,0.984178,0.24615
22.1,-0.338282,0.749857,0.666537
22.12,-0.803343,0.308939,0.758227
22.14,-0.372128,-0.017327,0.576887
22.16,-0.244231,-0.001268,0.86063
22.18,-0.252256,-0.011461,0.815669
22.2,-0.273654,0.343208,0.873402
22.22,0.194823,-0.105224,0.663365
22.24,0.071939,-0.168899,0.761511
22.26,0.355501,-0.081941,0.493568
22.28,0.421249,-0.053951,0.33426
22.3,0.696381,0.198556,0.15212
22.32,0.912014,0.541759,-0.125728
22.34,0.852574,1.992507,-0.053458
22.36,0.917901,3.290464,-0.390977
22.38,0.647979,4.371336,-0.539409
22.4,0.522898,4.059193,-0.525761
22.42,0.596947,3.262019,-0.733797
22.44,0.458932,1.84394,-0.815376
22.46,0.252019,1.236063,-0.806285
22.48,0.117503,0.452072,-0.845516
22.5,-0.144738,0.300232,-0.607796
22.52,-0.219928,0.792457,-0.719651
22.54,-0.461457,1.109643,-0.317008
22.56,-0.438802,1.46536,-0.442243
22.58,-0.521968,1.84142,-0.27206
22.6,-0.557536,1.596995,0.021775
22.62,-0.539672,1.388673,0.243205
22.64,-0.61484,1.142182,0.390698
22.66,-0.359804,0.489757,0.51778
22.68,-0.638632,0.242288,0.731557
22.7,-0.517133,0.393593,0.713578
22.72,-0.127282,-0.177907,0.732913
22.74,-0.323079,0.211097,0.896018
22.76,-0.131288,-0.089034,0.780196
22.78,0.123766,0.167853,0.719845
22.8,0.082152,0.02563,0.655615
22.82,0.313629,-0.060907,0.772318
22.84,0.293915,0.433787,0.569274
22.86,0.623007,0.82131,0.274225
22.88,0.501642,1.067112,-0.08891
22.9,0.714974,2.076703,-0.381298
22.92,0.829445,3.910577,-0.276936
22.94,0.717731,4.626501,-0.520981
22.96,0.309079,4.419085,-0.554773
22.98,0.246118,3.02379,-0.789088
23.0,0.335367,1.61777,-0.696557
23.02,0.203562,0.561845,-0.699047
23.04,0.177884,0.166137,-0.718631
23.06,0.102997,0.498283,-0.692113
23.08,-0.278421,0.512723,-0.54556
23.1,-0.302235,1.386076,-0.530839
23.12,-0.438661,1.699157,-0.351658
23.14,-0.359862,1.714761,-0.387925
23.16,-0.533429,1.37416,-0.371742
23.18,-0.756529,1.161753,0.068156
23.2,-0.829316,0.758489,0.539657
23.22,-0.4507,0.436269,0.646797
23.24,-0.588169,0.021404,0.735927
23.26,-0.605045,0.14254,0.723528
23.28,-0.394773,-0.067215,0.954126
23.3,-0.459279,0.060411,0.756503
23.32,-0.201349,0.009296,0.822658
23.34,0.036204,0.050132,0.923515
23.36,0.08809,0.091447,0.350262
23.38,0.370717,-0.331027,0.574389
23.4,0.339452,0.209064,0.105557
23.42,0.501961,0.730598,0.244551
23.44,0.55801,1.400395,0.143361
23.46,0.704675,2.554687,-0.294007
23.48,0.4957,3.945968,-0.549163
23.5,0.246878,4.45685,-0.486054
23.52,0.54248,4.172524,-0.840089
23.54,0.355212,2.401557,-0.698644
23.56,0.312149,1.341804,-0.781136
23.58,0.100753,0.467712,-0.561997
23.6,0.196752,0.401544,-1.001301
23.62,-0.092361,0.700954,-0.67638
23.64,-0.041195,1.202106,-0.610565
23.66,-0.385317,1.29533,-0.525465
23.68,-0.285908,1.635975,-0.557511
23.7,-0.436852,1.768264,-0.201864
23.72,-0.86032,1.797188,0.152989
23.74,-0.766699,1.180077,0.063827
23.76,-0.800257,0.291688,0.509603
23.78,-0.433807,0.308392,0.530036
23.8,-0.243357,0.011128,0.480148
23.82,-0.402458,0.169668,0.698661
23.84,-0.529018,-0.134915,0.893415
23.86,-0.085353,-0.329306,0.614462
23.88,-0.20799,-0.004029,1.095417
23.9,0.032327,0.014193,0.572421
23.92,0.594583,-0.1087,0.507574
23.94,0.351269,-0.205405,0.568225
23.96,0.430936,0.065014,0.197345
23.98,0.230411,0.59674,-0.229279
24.0,0.503064,1.556345,-0.156935
24.02,0.510252,2.819245,-0.060492
24.04,0.810162,4.126895,-0.238543
24.06,0.514622,4.411545,-0.678014
24.08,0.602978,3.835057,-0.862663
24.1,0.434725,2.283362,-0.885688
24.12,0.298319,0.834723,-0.858568
24.14,0.461652,0.665518,-0.966466
24.16,0.128202,0.461935,-0.806344
24.18,-0.178,0.654549,-0.770546
24.2,-0.246854,1.202064,-0.448064
24.22,-0.534831,1.389018,-0.189059
24.24,-0.173026,1.835564,-0.026421
24.26,-0.340882,1.735145,-0.391417
24.28,-0.584289,1.225554,0.109053
24.3,-0.336887,1.098688,0.146878
24.32,-0.767412,0.232028,0.141322
24.34,-0.311031,0.48411,0.548378
24.36,-0.512749,0.121493,0.678142
24.38,-0.19079,0.12479,0.459766
24.4,-0.129953,-0.372012,0.734859
24.42,-0.37168,0.011573,0.605332
24.44,-0.236815,-0.208567,0.873643
24.46,0.077155,0.136193,0.874994
24.48,0.270576,0.131175,0.410722
24.5,0.339987,-0.147348,0.496081
24.52,0.588484,0.498754,0.244594
24.54,0.663693,0.845242,-0.012248
24.56,0.654537,2.075499,0.222
24.58,0.708943,3.068494,-0.430259
24.6,0.394116,4.339223,-0.609041
24.62,0.753494,4.329021,-0.485747
24.64,0.503694,3.50743,-0.845758
24.66,0.38321,2.007466,-0.778578
24.68,0.294451,1.163096,-0.867431
24.7,0.272755,0.575925,-0.54536
24.72,-0.481811,0.338391,-0.555658
24.74,-0.498013,1.029041,-0.647457
24.76,-0.55496,1.298259,-0.699404
24.78,-0.50168,1.856542,-0.453694
24.8,-0.606211,2.189675,-0.090282
24.82,-0.58649,1.562788,-0.082522
24.84,-0.346385,1.196583,-0.062649
24.86,-0.40877,0.892449,0.317319
24.88,-0.507629,0.465727,0.097058
24.9,-0.574722,0.510348,0.921487
24.92,-0.489453,0.100588,0.905045
24.94,-0.28726,0.095364,0.472287
24.96,-0.324722,0.053366,0.571796
24.98,-0.18947,0.344218,0.749375
25.0,-0.215154,-0.376909,0.735156
25.02,0.047904,-0.169473,0.682337
25.04,0.30499,0.05978,0.579122
25.06,0.192266,-0.015321,0.329137
25.08,0.4637,0.592657,0.101084
25.1,0.426261,1.363652,0.055617
25.12,0.376655,2.159967,-0.333664
25.14,0.429408,3.307166,-0.440166
25.16,0.891937,4.63805,-0.26971
25.18,0.699447,4.222655,-0.548338
25.2,0.477731,2.932541,-0.884091
25.22,0.499811,1.571187,-0.744303
25.24,0.346441,1.014233,-0.744313
25.26,-0.060283,0.573467,-0.804961
25.28,-0.161711,0.106992,-0.661106
25.3,-0.38208,0.476132,-0.374036
25.32,-0.455954,1.167688,-0.500478
25.34,-0.377701,1.431204,-0.466473
25.36,-0.360092,1.743788,-0.194322
25.38,-0.873535,1.551753,0.11686
25.4,-0.698753,1.108078,0.22418
25.42,-0.509775,0.917802,0.25413
25.44,-0.466785,0.795109,0.668445
25.46,-0.763875,0.803633,0.422862
25.48,-0.636438,0.145864,0.704626
25.5,-0.298469,0.290235,0.918816
25.52,-0.368846,0.022123,0.951679
25.54,0.052923,0.226683,0.902618
25.56,0.136332,-0.101811,0.522539
25.58,0.22713,-0.084393,0.810512
25.6,0.158168,-0.040656,0.431408
25.62,0.544653,0.302647,0.345583
25.64,0.533606,0.826377,-0.093134
25.66,0.667252,1.499608,0.173787
25.68,0.712387,2.370824,-0.268404
25.7,0.698143,3.716858,-0.386938
25.72,0.349326,4.25474,-0.45663
25.74,0.45821,3.912383,-0.662329
25.76,0.487717,2.790687,-0.701492
25.78,0.353633,1.50729,-0.785246
25.8,0.087785,0.628702,-1.075349
25.82,-0.084829,0.20496,-0.83512
25.84,0.124352,0.554164,-0.688719
25.86,-0.319592,0.966612,-0.356686
25.88,-0.31526,1.182803,-0.654566
25.9,-0.371293,1.507075,-0.216871
25.92,-0.650205,1.464476,-0.079581
25.94,-0.754653,1.721521,0.184068
25.96,-0.683199,1.241499,0.415856
25.98,-0.667405,1.076523,0.32578
26.0,-0.71129,0.421143,0.557755
26.02,-0.344361,0.356598,0.701642
26.04,-0.333758,0.103528,0.854335
26.06,-0.405643,-0.194969,0.818636
26.08,0.196588,0.167194,0.694071
26.1,0.133887,-0.371632,0.732299
26.12,0.11983,-0.133234,0.612734
26.14,0.167066,-0.098904,0.480261
26.16,0.152472,-0.26174,0.318482
26.18,0.406357,0.404483,0.205885
26.2,0.324843,0.954952,-0.039703
26.22,0.579983,1.338463,-0.156375
26.24,0.654152,2.926214,-0.035735
26.26,0.696481,4.092922,-0.299017
26.28,0.411258,4.735525,-0.459112
26.3,0.580066,3.95732,-0.879818
26.32,0.2515,2.564121,-0.721454
26.34,0.401361,1.346161,-0.818341
26.36,0.381234,0.691881,-0.685854
26.38,0.239498,0.691861,-0.716741
26.4,0.033667,0.672184,-0.531114
26.42,0.135308,0.796154,-0.697247
26.44,-0.090284,1.476501,-0.511396
26.46,-0.536304,1.930429,-0.202662
26.48,-0.213354,1.758402,0.023322
26.5,-0.32255,1.236884,-0.08942
26.52,-0.556967,0.984838,0.182375
26.54,-0.693415,0.637739,0.27449
26.56,-0.752559,0.417828,0.572421
26.58,-0.351527,0.250809,0.732686
26.6,-0.297795,-0.130047,0.675632
26.62,-0.260944,0.20307,0.89046
26.64,-0.210022,-0.03314,0.833609
26.66,-0.218654,0.170599,0.874066
26.68,0.229492,0.2009,0.831369
26.7,-0.061734,0.059235,0.355942
26.72,0.197457,0.04356,0.607552
26.74,0.492181,0.313871,0.535701
26.76,0.558264,0.598004,-0.117108
26.78,0.444173,1.812851,-0.319694
26.8,0.664552,3.201347,-0.372655
26.82,0.607631,4.351581,-0.522017
26.84,0.664967,4.293207,-0.479906
26.86,0.708449,3.642499,-0.870922
26.88,0.412914,2.254461,-0.886313
26.9,0.100128,1.042775,-0.665535
26.92,0.286454,0.781139,-0.80063
26.94,0.324839,0.284342,-0.685449
26.96,-0.141254,0.990469,-0.666111
26.98,-0.389637,1.15195,-0.724445
27.0,-0.483508,1.709495,-0.416054
27.02,-0.324212,1.60196,-0.054311
27.04,-0.555673,1.351378,-0.20633
27.06,-0.788847,1.145621,0.185123
27.08,-0.544725,1.116883,0.172949
27.1,-0.509616,0.289786,0.371655
27.12,-0.572959,0.172648,0.597079
27.14,-0.484351,0.212766,0.735809
27.16,-0.244941,-0.054814,0.861113
27.18,-0.234126,0.060685,0.817655
27.2,-0.472686,0.386468,0.653877
27.22,-0.134545,-0.063844,0.547945
27.24,0.381709,-0.120521,0.557216
27.26,0.124174,0.108093,0.750894
27.28,0.405671,-0.058271,0.594077
27.3,0.504843,0.203388,0.218841
27.32,0.556006,1.014449,0.052171
27.34,0.586567,2.446978,0.296623
27.36,0.625905,3.250429,-0.459785
27.38,0.70833,4.061687,-0.487941
27.4,0.602138,4.361153,-0.656319
27.42,0.747439,3.45356,-0.770852
27.44,0.494104,1.914798,-0.846595
27.46,0.201132,1.178165,-0.88276
27.48,0.123867,0.68891,-0.742331
27.5,0.036061,0.350993,-0.387221
27.52,-0.011818,0.300277,-0.452583
27.54,-0.45518,0.928186,-0.631239
27.56,-0.187936,1.546151,-0.346468
27.58,-0.722274,2.010817,-0.250398
27.6,-0.73629,1.760142,0.041631
27.62,-0.573607,1.60462,0.23578
27.64,-0.37462,0.888635,0.337203
27.66,-0.453352,0.737429,0.426996
27.68,-0.253429,0.262233,0.609579
27.7,-0.396032,-0.075985,0.462826
27.72,-0.056393,0.244705,0.63585
27.74,-0.228061,0.133676,0.726509
27.76,0.095142,-0.096777,0.933081
